Customer_ID,Policy_ID,Customer_Name,Age,City,Policy_Type,Policy_Start_Date,Policy_Status,Annual_Premium,Sum_Assured,Claim_Status,Claim_Amount,Deductible,Sales_Channel,Payment_Mode,Claim_Ratio,Premium_Band,Age_Group
CUST103788,POL203788,Divya Gupta,48.0,Pune,Auto,2022-06-19,Expired,60463.65,2444968.74,Approved,62731.08,3126.51,Online,Cash,1.03750071323845,Very High,46-55
CUST100335,POL200335,Karthik Reddy,36.0,Mumbai,Term Life,2024-01-25,Cancelled,39462.63,2482394.62,Denied,10748.87,9385.62,Branch,Debit Card,0.2723809842374926,High,36-45
CUST101595,POL201595,Divya Gupta,32.0,Pune,Annuity,2024-02-21,Lapsed,36593.71,954172.37,Denied,27889.76,8029.04,Branch,Credit Card,0.7621462814237747,High,26-35
CUST105274,POL205274,Karthik Reddy,73.0,Hyderabad,Health,2023-01-26,Active,37637.73,2270777.71,No Claim,0.0,6759.33,Branch,Credit Card,0.0,High,65+
CUST100737,POL200737,Divya Gupta,19.0,Chennai,Term Life,2022-04-19,Lapsed,17801.4,87666.5,No Claim,0.0,1108.39,Partner,Credit Card,0.0,Medium,18-25
CUST108856,POL208856,Suresh Verma,31.0,Coimbatore,Life,2025-01-12,Lapsed,39474.17,1497771.31,Denied,280042.15,833.12,Agent,Bank Transfer,7.094313825977849,High,26-35
CUST105330,POL205330,Vijay Nair,38.0,Pune,Annuity,2021-03-02,Active,14470.61,980358.43,Approved,27516.39,9303.79,Agent,Cash,1.901536286307212,Medium,36-45
CUST106448,POL206448,Vijay Nair,50.0,Chennai,Life,2024-01-01,Expired,97780.3,1075501.06,Under Review,81584.09,9713.62,Partner,Cash,0.834361215909544,Very High,46-55
CUST100900,POL200900,Priya Sharma,46.0,Jaipur,Auto,2022-03-03,Active,76636.13,1960845.42,Pending,122616.48,2754.57,Online,Cash,1.5999826713587963,Very High,46-55
CUST106793,POL206793,Sneha Singh,49.0,Hyderabad,Home,2023-05-11,Cancelled,39340.7,404114.82,Under Review,50181.83,4082.62,Broker,Auto Debit,1.2755703380976957,High,46-55
CUST106720,POL206720,Rahul Patel,54.0,Kolkata,Annuity,2023-10-12,Cancelled,43389.41,175367.57,Pending,170922.67,8830.21,Online,Debit Card,3.939271587237531,High,46-55
CUST102806,POL202806,Vijay Nair,54.0,Kolkata,Health,2024-03-04,Active,61006.66,400119.57,Pending,294618.65,5864.58,Partner,Bank Transfer,4.829286671324081,Very High,46-55
CUST105562,POL205562,Rahul Patel,24.0,Pune,Term Life,2024-04-10,Lapsed,54650.5,1049674.42,No Claim,0.0,2778.52,Agent,UPI,0.0,Very High,18-25
CUST108661,POL208661,Suresh Verma,65.0,Chennai,Travel,2022-09-13,Active,25906.78,672740.06,Denied,206271.32,7808.94,Broker,Auto Debit,7.962059352802626,High,56-65
CUST100945,POL200945,Suresh Verma,75.0,Hyderabad,Auto,2021-08-23,Cancelled,14500.35,137390.48,No Claim,0.0,641.96,Broker,Auto Debit,0.0,Medium,65+
CUST106413,POL206413,Rahul Patel,31.0,Delhi,Health,2023-05-12,Active,29065.34,1076369.58,Approved,113509.12,8377.19,Online,UPI,3.9053085221091512,High,26-35
CUST100399,POL200399,Priya Sharma,51.0,Jaipur,Home,2025-04-16,Cancelled,37650.77,1994463.12,Denied,55531.86,5275.29,Agent,Bank Transfer,1.4749196364377144,High,46-55
CUST105896,POL205896,Divya Gupta,47.0,Coimbatore,Term Life,2025-08-23,Expired,7550.42,1968616.55,Denied,223034.04,1240.91,Branch,Credit Card,29.539289205103824,Low,46-55
CUST101041,POL201041,Rahul Patel,41.0,Hyderabad,Life,2023-06-23,Active,5591.12,1448468.43,Approved,399512.65,5036.75,Branch,Debit Card,71.45485162185753,Low,36-45
CUST104551,POL204551,Vijay Nair,70.0,Jaipur,Health,2021-11-06,Active,93072.74,932751.46,Denied,9389.06,4959.41,Partner,Credit Card,0.1008787320540901,Very High,65+
CUST101653,POL201653,Priya Sharma,24.0,Kolkata,Home,2024-04-12,Active,36573.08,88846.56,Pending,312728.92,4321.66,Agent,Credit Card,8.550795284400438,High,18-25
CUST102690,POL202690,Arun Kumar,75.0,Ahmedabad,Term Life,2021-06-28,Cancelled,80578.17,410008.12,Denied,16002.0,4052.42,Agent,Debit Card,0.1985897669306711,Very High,65+
CUST104276,POL204276,Karthik Reddy,53.0,Ahmedabad,Term Life,2023-05-16,Cancelled,15309.83,815633.5,Under Review,397037.5,1956.13,Broker,Credit Card,25.93350154769844,Medium,46-55
CUST107375,POL207375,Divya Gupta,20.0,Ahmedabad,Travel,2022-12-21,Cancelled,76192.57,2038532.41,No Claim,0.0,5472.51,Partner,Bank Transfer,0.0,Very High,18-25
CUST109549,POL209549,Sneha Singh,37.0,Jaipur,Home,2021-05-04,Expired,56644.54,999009.41,No Claim,0.0,9907.6,Branch,UPI,0.0,Very High,36-45
CUST103501,POL203501,Suresh Verma,67.0,Chennai,Health,2025-08-11,Active,69013.5,2010972.5,Denied,63439.59,8869.42,Agent,Bank Transfer,0.919234497598296,Very High,65+
CUST103136,POL203136,Rahul Patel,31.0,Kolkata,Auto,2023-07-04,Expired,41913.86,1259598.18,Denied,136125.85,6321.86,Agent,Bank Transfer,3.247752652702472,High,26-35
CUST105979,POL205979,Rahul Patel,27.0,Chennai,Annuity,2021-09-17,Expired,90224.43,1294985.17,Under Review,350156.9,6755.08,Broker,Bank Transfer,3.880954415561285,Very High,26-35
CUST108226,POL208226,Sneha Singh,36.0,Jaipur,Term Life,2022-04-20,Lapsed,89944.72,997131.71,No Claim,0.0,2344.42,Branch,UPI,0.0,Very High,36-45
CUST100670,POL200670,Suresh Verma,62.0,Jaipur,Life,2024-07-06,Lapsed,68249.37,1564784.11,Pending,314650.01,7972.56,Broker,Cash,4.610299113383758,Very High,56-65
CUST104938,POL204938,Arun Kumar,53.0,Pune,Annuity,2025-01-23,Expired,77086.21,297575.57,Denied,331389.79,3056.67,Branch,Bank Transfer,4.298950357009379,Very High,46-55
CUST103438,POL203438,Karthik Reddy,31.0,Bangalore,Annuity,2022-08-29,Active,20900.72,812513.68,Pending,391996.25,7306.53,Partner,UPI,18.75515532479264,Medium,26-35
CUST106212,POL206212,Priya Sharma,56.0,Pune,Travel,2021-01-14,Expired,82732.85,1418185.65,Pending,380163.63,6183.84,Broker,Bank Transfer,4.59507474963089,Very High,56-65
CUST103527,POL203527,Karthik Reddy,30.0,Bangalore,Auto,2021-05-01,Active,97550.05,1742450.69,Under Review,168732.52,3916.34,Agent,Bank Transfer,1.7297020350066452,Very High,26-35
CUST109177,POL209177,Suresh Verma,65.0,Kolkata,Health,2024-12-18,Active,14827.64,702595.59,Under Review,180018.86,8983.52,Agent,Debit Card,12.140762791651268,Medium,56-65
CUST101904,POL201904,Arun Kumar,66.0,Pune,Auto,2021-04-20,Lapsed,93307.06,470897.02,Under Review,22838.02,6588.11,Online,Debit Card,0.2447619719236679,Very High,65+
CUST100930,POL200930,Arun Kumar,71.0,Coimbatore,Term Life,2023-08-02,Lapsed,16222.51,1332777.97,Approved,48827.76,8266.2,Partner,UPI,3.009877016565254,Medium,65+
CUST106890,POL206890,Rahul Patel,39.0,Hyderabad,Term Life,2024-11-11,Cancelled,89739.4,208868.88,Under Review,381416.44,9472.91,Broker,Cash,4.250267329623332,Very High,36-45
CUST101622,POL201622,Vijay Nair,72.0,Delhi,Auto,2025-12-06,Lapsed,28031.5,181314.41,Pending,155886.61,5112.89,Partner,Auto Debit,5.561122665572658,High,65+
CUST108306,POL208306,Anjali Iyer,32.0,Delhi,Travel,2022-06-17,Expired,87515.31,355886.88,Pending,117607.52,6046.16,Broker,Cash,1.343850807361592,Very High,26-35
CUST105780,POL205780,Meena Rao,21.0,Pune,Life,2021-02-04,Lapsed,23418.32,2188607.76,Under Review,58227.54,6936.76,Online,Cash,2.486409785159653,Medium,18-25
CUST103665,POL203665,Anjali Iyer,50.0,Mumbai,Life,2025-05-13,Lapsed,82955.01,116763.18,Denied,101275.28,6132.76,Agent,Bank Transfer,1.2208458536741784,Very High,46-55
CUST104945,POL204945,Karthik Reddy,33.0,Kolkata,Term Life,2022-10-08,Lapsed,34619.97,604538.99,Under Review,253438.82,4171.76,Branch,Credit Card,7.320596176137645,High,26-35
CUST106713,POL206713,Divya Gupta,32.0,Chennai,Term Life,2023-02-05,Expired,36347.8,361259.25,No Claim,0.0,4143.79,Partner,Bank Transfer,0.0,High,26-35
CUST102433,POL202433,Sneha Singh,26.0,Kolkata,Term Life,2024-04-17,Lapsed,92068.82,1143096.16,Pending,357581.47,5193.995000000001,Broker,UPI,3.8838498201671303,Very High,26-35
CUST103408,POL203408,Meena Rao,33.0,Delhi,Life,2024-10-07,Expired,39517.16,1796646.75,Pending,374106.15,2380.08,Branch,Credit Card,9.466929050569425,High,26-35
CUST104957,POL204957,Arun Kumar,56.0,Delhi,Term Life,2021-09-27,Active,87419.67,2118106.86,Under Review,110914.85,2123.85,Partner,Auto Debit,1.268763082724975,Very High,56-65
CUST104968,POL204968,Karthik Reddy,51.0,Jaipur,Term Life,2025-02-09,Active,33061.17,662312.9,No Claim,0.0,3803.34,Partner,Credit Card,0.0,High,46-55
CUST109787,POL209787,Arun Kumar,19.0,Jaipur,Annuity,2021-05-24,Expired,25024.22,1954395.19,Under Review,291639.57,4690.36,Online,Debit Card,11.654292121792407,High,18-25
CUST100096,POL200096,Sneha Singh,75.0,Pune,Home,2023-08-17,Lapsed,76111.09,1878377.29,Denied,22128.58,2845.69,Partner,Cash,0.2907405477966483,Very High,65+
CUST108432,POL208432,Meena Rao,55.0,Mumbai,Life,2021-06-05,Expired,45921.33,2290944.6,Under Review,236907.84,4088.12,Branch,Credit Card,5.158993435076902,High,46-55
CUST103295,POL203295,Priya Sharma,74.0,Bangalore,Health,2023-04-07,Cancelled,80361.6,194442.7,Under Review,163979.53,2687.67,Agent,Credit Card,2.04052097021463,Very High,65+
CUST108673,POL208673,Meena Rao,66.0,Ahmedabad,Home,2022-09-04,Expired,73908.03,1592241.86,No Claim,0.0,4774.28,Branch,Cash,0.0,Very High,65+
CUST104943,POL204943,Priya Sharma,75.0,Ahmedabad,Term Life,2023-09-12,Lapsed,80606.48,1240267.98,Pending,63634.8,4692.53,Branch,Debit Card,0.7894501781990729,Very High,65+
CUST105169,POL205169,Priya Sharma,69.0,Hyderabad,Health,2021-08-29,Lapsed,75556.35,1524968.28,Under Review,146839.96,9421.47,Branch,Bank Transfer,1.9434496240223356,Very High,65+
CUST108390,POL208390,Rahul Patel,42.0,Coimbatore,Health,2022-04-18,Lapsed,14982.51,82276.71,Denied,308393.22,2351.25,Online,UPI,20.58354841745475,Medium,36-45
CUST107754,POL207754,Arun Kumar,40.0,Mumbai,Home,2022-06-08,Lapsed,77059.35,649452.3,Pending,90190.41,8450.51,Branch,Cash,1.1704019045060725,Very High,36-45
CUST101336,POL201336,Rahul Patel,41.0,Pune,Travel,2022-10-19,Expired,8865.06,1388245.45,Approved,253256.36,8917.19,Agent,Bank Transfer,28.567923962161565,Low,36-45
CUST107180,POL207180,Meena Rao,47.0,Hyderabad,Term Life,2024-03-20,Expired,52342.29,1959381.48,Under Review,53353.92,8177.57,Online,UPI,1.0193272017712638,Very High,46-55
CUST103515,POL203515,Sneha Singh,31.0,Pune,Home,2024-12-24,Lapsed,46511.24,847280.93,Denied,88686.68,1681.32,Broker,Cash,1.9067795225412176,High,26-35
CUST104655,POL204655,Rahul Patel,24.0,Pune,Health,2022-01-01,Cancelled,60309.56,167228.19,Under Review,135459.74,6566.75,Agent,Credit Card,2.2460740884198125,Very High,18-25
CUST106263,POL206263,Karthik Reddy,50.0,Chennai,Term Life,2022-06-06,Lapsed,67900.76,2415882.83,Approved,0.0,9797.23,Agent,Credit Card,0.0,Very High,46-55
CUST109327,POL209327,Arun Kumar,54.0,Hyderabad,Travel,2024-12-08,Active,75511.19,2444316.37,Pending,131413.05,3537.73,Partner,UPI,1.740312263652579,Very High,46-55
CUST106830,POL206830,Meena Rao,55.0,Delhi,Term Life,2021-05-11,Lapsed,72012.41,453829.54,Denied,218011.08,8363.82,Branch,UPI,3.0274098589395906,Very High,46-55
CUST109728,POL209728,Divya Gupta,75.0,Delhi,Health,2022-08-29,Expired,62289.26,542370.25,Denied,103650.08,6367.53,Branch,Cash,1.6640120624325927,Very High,65+
CUST107655,POL207655,Priya Sharma,60.0,Bangalore,Life,2021-07-04,Expired,76268.87,2165985.33,Approved,305585.58,6021.52,Partner,UPI,4.006688180905264,Very High,56-65
CUST107722,POL207722,Sneha Singh,21.0,Jaipur,Home,2022-05-20,Lapsed,94395.72,2211913.53,Pending,343941.39,772.45,Agent,Bank Transfer,3.64361212563451,Very High,18-25
CUST101938,POL201938,Priya Sharma,22.0,Chennai,Home,2021-05-21,Expired,44693.21,1701733.8,No Claim,0.0,9568.56,Partner,Bank Transfer,0.0,High,18-25
CUST109219,POL209219,Priya Sharma,74.0,Coimbatore,Health,2023-01-28,Cancelled,76375.01,873856.3,Pending,203041.04,3731.2,Broker,Auto Debit,2.6584748074010074,Very High,65+
CUST103812,POL203812,Divya Gupta,34.0,Chennai,Health,2021-11-27,Expired,51608.49,2354519.74,Pending,147591.01,3296.31,Branch,Debit Card,2.8598203512639104,Very High,26-35
CUST108679,POL208679,Anjali Iyer,43.0,Pune,Home,2024-04-13,Expired,41948.78,878005.06,Denied,72050.2,4283.52,Agent,Cash,1.717575576691384,High,36-45
CUST106919,POL206919,Arun Kumar,36.0,Mumbai,Travel,2021-03-23,Lapsed,15975.6,787754.73,Under Review,271714.98,713.26,Branch,Auto Debit,17.008123638548785,Medium,36-45
CUST107215,POL207215,Suresh Verma,69.0,Chennai,Health,2022-12-30,Lapsed,5034.56,1515675.96,Denied,120609.07,2669.59,Online,Debit Card,23.95622854827433,Low,65+
CUST107049,POL207049,Priya Sharma,32.0,Chennai,Health,2025-05-19,Cancelled,40048.86,1408644.33,Denied,237398.25,7767.04,Branch,Credit Card,5.927715545461219,High,26-35
CUST109676,POL209676,Meena Rao,57.0,Hyderabad,Annuity,2023-02-28,Lapsed,96197.88,2215476.41,No Claim,0.0,1912.27,Online,Credit Card,0.0,Very High,56-65
CUST108587,POL208587,Arun Kumar,30.0,Delhi,Annuity,2023-07-08,Lapsed,76259.75,1919504.98,Under Review,391614.61,6155.74,Branch,Cash,5.135272670052026,Very High,26-35
CUST107640,POL207640,Rahul Patel,30.0,Ahmedabad,Travel,2022-04-21,Cancelled,9475.24,1269819.57,Denied,343229.22,3936.78,Online,Cash,36.22380224669771,Low,26-35
CUST106364,POL206364,Vijay Nair,62.0,Chennai,Life,2021-10-09,Cancelled,39438.07,422632.06,Approved,254151.23,7856.06,Agent,UPI,6.444312056852681,High,56-65
CUST109276,POL209276,Arun Kumar,33.0,Hyderabad,Annuity,2023-09-03,Expired,97704.57,2482784.88,Pending,201889.33,5315.02,Online,UPI,2.0663243285344786,Very High,26-35
CUST108869,POL208869,Sneha Singh,22.0,Coimbatore,Home,2025-12-10,Lapsed,82787.31,588457.8,Denied,36116.59,1963.75,Partner,Auto Debit,0.4362575616963517,Very High,18-25
CUST103115,POL203115,Meena Rao,47.0,Ahmedabad,Term Life,2021-12-12,Cancelled,38905.42,1219440.59,Approved,170558.42,8820.61,Agent,Credit Card,4.383924399222526,High,46-55
CUST108482,POL208482,Sneha Singh,61.0,Hyderabad,Life,2021-07-07,Cancelled,80185.84,1162176.04,Denied,74403.27,6176.45,Online,Debit Card,0.9278853972222528,Very High,56-65
CUST102878,POL202878,Sneha Singh,74.0,Hyderabad,Auto,2022-04-21,Cancelled,78389.3,1472420.0,Approved,124882.33,4813.59,Broker,UPI,1.5931042884679414,Very High,65+
CUST106594,POL206594,Suresh Verma,34.0,Chennai,Annuity,2021-05-31,Cancelled,71017.12,2300215.21,Pending,263082.93,8866.0,Agent,Auto Debit,3.704500126166761,Very High,26-35
CUST109664,POL209664,Priya Sharma,58.0,Mumbai,Health,2021-01-22,Active,54166.15,181784.78,Approved,250395.29,9598.03,Online,Auto Debit,4.622726370620766,Very High,56-65
CUST105064,POL205064,Arun Kumar,58.0,Ahmedabad,Life,2023-07-18,Active,19109.23,985853.02,Under Review,101025.25,3697.37,Online,Credit Card,5.286725315462737,Medium,56-65
CUST100936,POL200936,Vijay Nair,40.0,Mumbai,Annuity,2024-03-18,Lapsed,86803.8,2277248.35,No Claim,0.0,902.95,Broker,Cash,0.0,Very High,36-45
CUST104346,POL204346,Karthik Reddy,26.0,Mumbai,Term Life,2022-11-07,Lapsed,70178.18,876542.47,Denied,804.88,2153.79,Broker,Auto Debit,0.0114690919599225,Very High,26-35
CUST101173,POL201173,Suresh Verma,24.0,Coimbatore,Annuity,2023-06-12,Lapsed,57316.81,180431.3,Under Review,27613.71,6853.33,Broker,Credit Card,0.4817733226953838,Very High,18-25
CUST100364,POL200364,Suresh Verma,72.0,Delhi,Home,2021-07-06,Lapsed,17284.79,1579096.8,Under Review,229930.41,9299.52,Agent,Auto Debit,13.302470553590757,Medium,65+
CUST103238,POL203238,Suresh Verma,56.0,Hyderabad,Health,2025-12-17,Expired,19072.1,1587298.01,Under Review,364957.12,4687.92,Broker,Debit Card,19.135654699797087,Medium,56-65
CUST106409,POL206409,Meena Rao,33.0,Hyderabad,Annuity,2023-03-14,Expired,65416.7,282620.35,Under Review,179411.92,3109.2,Broker,Auto Debit,2.742601201222318,Very High,26-35
CUST106712,POL206712,Meena Rao,63.0,Bangalore,Health,2025-10-27,Cancelled,23277.99,2282010.04,Under Review,230703.26,9225.84,Partner,Auto Debit,9.910789548410325,Medium,56-65
CUST103026,POL203026,Divya Gupta,30.0,Ahmedabad,Term Life,2021-04-19,Expired,5663.63,1272724.64,Pending,254053.53,7884.28,Agent,Cash,44.857013964542176,Low,26-35
CUST109466,POL209466,Divya Gupta,25.0,Delhi,Health,2023-11-22,Expired,24864.18,1485113.33,Pending,12829.14,7781.75,Partner,Credit Card,0.5159687550524489,Medium,18-25
CUST103891,POL203891,Rahul Patel,54.0,Kolkata,Auto,2025-08-27,Expired,74673.37,961820.65,Denied,313623.17,7557.87,Branch,Credit Card,4.199933255992063,Very High,46-55
CUST109294,POL209294,Divya Gupta,62.0,Chennai,Annuity,2025-01-26,Active,45066.71,1632147.34,Approved,85114.81,6922.93,Online,Debit Card,1.888640417727409,High,56-65
CUST108303,POL208303,Meena Rao,52.0,Mumbai,Health,2023-07-23,Cancelled,34052.81,332818.35,Under Review,333247.99,8737.48,Partner,Auto Debit,9.786211181984688,High,46-55
CUST105442,POL205442,Meena Rao,73.0,Hyderabad,Life,2023-06-28,Expired,31559.8,90052.88,No Claim,0.0,4232.89,Online,UPI,0.0,High,65+
CUST107010,POL207010,Rahul Patel,56.0,Bangalore,Home,2025-06-10,Lapsed,55693.82,224624.55,Denied,351526.4,8499.25,Agent,Credit Card,6.3117667274394185,Very High,56-65
CUST105706,POL205706,Rahul Patel,73.0,Hyderabad,Annuity,2024-03-14,Cancelled,69384.32,2393485.05,No Claim,0.0,3910.08,Branch,Bank Transfer,0.0,Very High,65+
CUST108098,POL208098,Divya Gupta,68.0,Mumbai,Annuity,2022-12-23,Expired,68561.22,483906.79,Approved,195057.24,7814.93,Agent,Cash,2.845008300610753,Very High,65+
CUST105022,POL205022,Karthik Reddy,62.0,Chennai,Health,2025-02-16,Cancelled,23280.88,2155361.0,Denied,340823.71,9044.85,Branch,UPI,14.639640340055877,Medium,56-65
CUST100330,POL200330,Unknown,40.0,Pune,Travel,2022-11-30,Expired,97759.93,2108383.97,Approved,202927.27,3915.58,Online,Cash,2.0757714331423927,Very High,36-45
CUST107711,POL207711,Rahul Patel,66.0,Hyderabad,Annuity,2022-10-03,Active,50440.89,965495.68,Approved,97381.96,686.52,Broker,Debit Card,1.9306154193552096,Very High,65+
CUST100371,POL200371,Meena Rao,58.0,Kolkata,Health,2024-01-16,Expired,66807.34,1069560.19,Pending,16714.57,9674.43,Branch,Auto Debit,0.2501906227668996,Very High,56-65
CUST101845,POL201845,Suresh Verma,33.0,Bangalore,Life,2022-01-14,Cancelled,92915.81,1501804.35,No Claim,0.0,5468.66,Online,Credit Card,0.0,Very High,26-35
CUST100101,POL200101,Anjali Iyer,23.0,Delhi,Home,2023-01-23,Cancelled,53199.14,625594.02,Under Review,264297.96,6383.48,Branch,Auto Debit,4.968087078099384,Very High,18-25
CUST100469,POL200469,Priya Sharma,41.0,Chennai,Auto,2025-03-19,Lapsed,57078.82,2217215.37,Pending,78228.76,4452.94,Online,Cash,1.370539194748595,Very High,36-45
CUST104334,POL204334,Vijay Nair,51.0,Hyderabad,Home,2025-01-07,Expired,68176.66,1260570.23,Under Review,112244.9,834.56,Online,Cash,1.6463830877018617,Very High,46-55
CUST103627,POL203627,Divya Gupta,21.0,Pune,Auto,2022-12-05,Expired,5576.61,1473879.6,No Claim,0.0,6998.23,Online,Cash,0.0,Low,18-25
CUST106860,POL206860,Rahul Patel,30.0,Jaipur,Auto,2024-10-07,Expired,70710.36,629304.55,No Claim,0.0,2291.89,Branch,UPI,0.0,Very High,26-35
CUST106211,POL206211,Vijay Nair,22.0,Coimbatore,Home,2023-08-01,Cancelled,62914.99,1138990.85,Pending,369538.57,8514.08,Branch,Debit Card,5.87361724129655,Very High,18-25
CUST107808,POL207808,Arun Kumar,54.0,Pune,Travel,2024-07-04,Cancelled,50210.04,1038607.25,Pending,150125.9,7792.34,Online,Cash,2.989957785335363,Very High,46-55
CUST106482,POL206482,Meena Rao,66.0,Hyderabad,Life,2025-04-22,Active,57349.18,458809.31,Under Review,133281.15,3250.13,Agent,Bank Transfer,2.3240288701599567,Very High,65+
CUST106158,POL206158,Sneha Singh,74.0,Pune,Annuity,2021-09-16,Active,73412.83,1740526.68,No Claim,0.0,697.22,Branch,Debit Card,0.0,Very High,65+
CUST109594,POL209594,Arun Kumar,42.0,Chennai,Life,2023-10-22,Expired,42219.6,1674909.92,Denied,63272.13,8262.6,Agent,Auto Debit,1.4986435210186737,High,36-45
CUST105102,POL205102,Meena Rao,59.0,Chennai,Home,2025-06-02,Lapsed,60855.5,2260091.73,Approved,153983.55,8663.17,Partner,Bank Transfer,2.5303144333708536,Very High,56-65
CUST103355,POL203355,Vijay Nair,42.0,Bangalore,Health,2024-07-24,Active,18963.05,1077416.51,Under Review,310295.86,4286.95,Branch,Auto Debit,16.363183137733646,Medium,36-45
CUST100362,POL200362,Karthik Reddy,51.0,Bangalore,Home,2022-09-09,Expired,45452.71,1238919.1,No Claim,0.0,6936.85,Branch,Cash,0.0,High,46-55
CUST105040,POL205040,Divya Gupta,53.0,Coimbatore,Home,2024-08-26,Expired,96353.67,2005531.61,Denied,397995.5,9049.31,Broker,Cash,4.130569183301477,Very High,46-55
CUST102083,POL202083,Divya Gupta,22.0,Jaipur,Home,2024-03-14,Lapsed,37561.44,216940.05,No Claim,0.0,3792.67,Branch,UPI,0.0,High,18-25
CUST107225,POL207225,Priya Sharma,48.0,Coimbatore,Health,2023-11-07,Expired,11350.38,440247.44,Approved,275205.73,737.47,Broker,Cash,24.24638910767745,Medium,46-55
CUST102592,POL202592,Divya Gupta,39.0,Delhi,Life,2024-11-10,Lapsed,54646.28,886838.1,Under Review,286352.67,2347.17,Partner,Debit Card,5.240112776203613,Very High,36-45
CUST103579,POL203579,Sneha Singh,62.0,Chennai,Auto,2021-09-24,Expired,30561.88,1048674.7,No Claim,0.0,5701.51,Broker,Auto Debit,0.0,High,56-65
CUST100319,POL200319,Karthik Reddy,62.0,Chennai,Life,2025-11-18,Lapsed,19887.35,962929.66,No Claim,0.0,635.46,Agent,Debit Card,0.0,Medium,56-65
CUST106105,POL206105,Rahul Patel,28.0,Chennai,Home,2023-03-25,Active,74725.79,1453942.79,No Claim,0.0,5476.1,Agent,Auto Debit,0.0,Very High,26-35
CUST102857,POL202857,Rahul Patel,65.0,Pune,Term Life,2021-12-25,Active,90415.46,1001590.2,Under Review,302783.36,864.58,Partner,Credit Card,3.3488007471288643,Very High,56-65
CUST107435,POL207435,Karthik Reddy,71.0,Bangalore,Health,2022-01-21,Cancelled,37007.12,2040671.96,Pending,180822.25,4318.04,Online,UPI,4.886147584572914,High,65+
CUST109318,POL209318,Meena Rao,61.0,Chennai,Health,2023-08-25,Active,36219.36,670322.36,Under Review,269789.73,9824.78,Branch,Debit Card,7.448771320089587,High,56-65
CUST102502,POL202502,Rahul Patel,32.0,Coimbatore,Term Life,2022-02-20,Active,93667.16,369661.4,Pending,17187.16,836.36,Agent,Cash,0.1834918449539838,Very High,26-35
CUST109615,POL209615,Rahul Patel,69.0,Delhi,Auto,2025-04-14,Active,73129.7,2212829.79,Pending,382137.9,639.7,Partner,Auto Debit,5.225481575885038,Very High,65+
CUST106062,POL206062,Suresh Verma,60.0,Mumbai,Travel,2024-11-04,Lapsed,54210.82,2255497.67,Pending,142445.57,3569.8,Online,Bank Transfer,2.627622493074261,Very High,56-65
CUST102512,POL202512,Meena Rao,33.0,Chennai,Health,2023-03-18,Lapsed,64392.15,2279276.77,Denied,304977.69,6709.47,Broker,UPI,4.736255739247719,Very High,26-35
CUST102268,POL202268,Arun Kumar,45.0,Coimbatore,Home,2025-11-22,Lapsed,46856.7,604863.39,No Claim,0.0,4443.4,Agent,Auto Debit,0.0,High,36-45
CUST103682,POL203682,Rahul Patel,51.0,Coimbatore,Annuity,2021-11-18,Lapsed,64938.98,262201.06,Under Review,313036.31,808.78,Online,Credit Card,4.820468538310888,Very High,46-55
CUST108516,POL208516,Arun Kumar,56.0,Mumbai,Life,2022-07-26,Active,80259.37,189044.13,Denied,182899.65,2619.01,Online,UPI,2.278857284825436,Very High,56-65
CUST103222,POL203222,Arun Kumar,37.0,Bangalore,Life,2024-01-10,Active,93000.03,1699522.16,Denied,231924.87,5267.53,Partner,Cash,2.4938150019951606,Very High,36-45
CUST101374,POL201374,Arun Kumar,58.0,Kolkata,Travel,2022-01-06,Lapsed,5583.0,2288487.2,Pending,177896.35,8095.84,Broker,Cash,31.86393516030808,Low,56-65
CUST103302,POL203302,Priya Sharma,31.0,Hyderabad,Term Life,2021-07-17,Cancelled,95627.45,1946228.48,Under Review,196202.17,7243.67,Broker,UPI,2.0517348313690267,Very High,26-35
CUST105718,POL205718,Sneha Singh,34.0,Coimbatore,Home,2025-05-04,Lapsed,75981.09,2093068.68,Under Review,231608.98,502.35,Online,UPI,3.048245030441127,Very High,26-35
CUST103832,POL203832,Vijay Nair,42.0,Bangalore,Home,2025-07-03,Active,38905.07,2263785.97,Pending,395705.93,5503.55,Branch,Bank Transfer,10.17106330871529,High,36-45
CUST105837,POL205837,Suresh Verma,44.0,Pune,Auto,2021-03-10,Active,11716.33,1211500.84,Pending,128005.72,1879.04,Partner,Bank Transfer,10.925410943529243,Medium,36-45
CUST103145,POL203145,Divya Gupta,57.0,Hyderabad,Term Life,2023-10-29,Expired,59505.54,51207.02,Denied,199931.545,3034.06,Broker,Cash,3.359881197616222,Very High,56-65
CUST100626,POL200626,Arun Kumar,74.0,Pune,Home,2021-06-06,Cancelled,15522.45,1538032.32,Under Review,135468.26,5404.46,Broker,UPI,8.727247309541987,Medium,65+
CUST106090,POL206090,Karthik Reddy,74.0,Jaipur,Home,2023-01-10,Cancelled,56872.97,413833.37,Under Review,279571.91,6732.26,Agent,Debit Card,4.915725519521839,Very High,65+
CUST108540,POL208540,Priya Sharma,38.0,Delhi,Annuity,2023-12-28,Active,85721.71,1375819.77,Pending,285272.42,6869.86,Agent,Credit Card,3.327889982596007,Very High,36-45
CUST103406,POL203406,Priya Sharma,37.0,Bangalore,Health,2025-09-03,Active,94088.47,1901983.25,Under Review,150686.31,1984.87,Online,Auto Debit,1.601538530704134,Very High,36-45
