Customer_ID,Policy_ID,Customer_Name,Age,City,Policy_Type,Policy_Start_Date,Policy_Status,Annual_Premium,Sum_Assured,Claim_Status,Claim_Amount,Deductible,Sales_Channel,Payment_Mode
CUST100885,POL200885,Vijay Pillai,37,Ahmedabad,Annuity,2024-10-03,Active,29153.83,471147.72,No Claim,0.0,3438.63,Agent,UPI
CUST100886,POL200886,Rahul Mehta,43,Jaipur,Home,2022-11-07,Active,8668.92,141814.47,Denied,41451.58,859.61,Online,Debit Card
CUST100887,POL200887,Naveen Verma,30,Pune,Travel,2021-03-31,Active,9732.89,286936.02,Approved,37842.63,500.0,Broker,Credit Card
CUST100888,POL200888,Swathi Mehta,44,Kolkata,Travel,2025-07-30,Active,4995.94,96709.82,Pending,10204.16,500.0,Broker,Bank Transfer
CUST100889,POL200889,Ravi Nair,54,Pune,Health,2022-11-29,Lapsed,30750.89,582104.92,Pending,25150.22,1832.33,Agent,Credit Card
CUST100890,POL200890,Divya Sharma,58,Ahmedabad,Life,2024-09-01,Lapsed,16425.79,395168.84,No Claim,0.0,1057.86,Branch,UPI
CUST100891,POL200891,Priya Patel,54,Kolkata,Life,2024-04-16,Expired,27670.23,806790.18,Denied,106981.1,1780.72,Broker,UPI
CUST100892,POL200892,Karthik Joshi,44,Coimbatore,Health,2022-06-24,Active,20778.72,618474.95,Approved,26530.09,2184.15,Online,Debit Card
CUST100893,POL200893,Ravi Iyer,48,Chennai,Health,2023-01-02,Active,20069.88,505063.98,Approved,10973.34,1777.45,Branch,Debit Card
CUST100894,POL200894,Manoj Patel,64,Hyderabad,Life,2023-05-19,Active,32961.44,895651.65,No Claim,0.0,1617.4,Online,UPI
CUST100895,POL200895,Anjali Mehta,30,Hyderabad,Life,2021-02-10,Active,27452.31,767591.82,Pending,48083.81,1964.55,Partner,UPI
CUST100896,POL200896,Arun Das,27,Hyderabad,Life,2023-01-10,Active,27819.5,678513.82,Under Review,52304.57,1911.15,Agent,Credit Card
CUST100897,POL200897,Swathi Patel,64,Mumbai,Term Life,2025-09-24,Active,13646.23,278623.88,No Claim,0.0,664.71,Online,Bank Transfer
CUST100898,POL200898,Vijay Kumar,68,Chennai,Life,2022-05-17,Cancelled,28166.77,380308.89,Approved,153800.18,2311.05,Agent,Bank Transfer
CUST100899,POL200899,Vijay Patel,45,Bengaluru,Auto,2023-08-17,Active,24573.6,590553.98,No Claim,0.0,2043.7,Broker,Bank Transfer
CUST100900,POL200900,Anjali Das,36,Delhi,Home,2024-03-14,Active,13580.94,258583.59,No Claim,0.0,500.0,Agent,Cash
CUST100901,POL200901,Swathi Rao,67,Pune,Auto,2024-05-09,Active,26870.29,757148.26,No Claim,0.0,777.0,Online,Auto Debit
CUST100902,POL200902,Swathi Gupta,39,Jaipur,Life,2023-07-18,Active,20516.85,164753.32,No Claim,0.0,500.0,Branch,UPI
CUST100903,POL200903,Swathi Kumar,38,Bengaluru,Health,2025-10-14,Active,32588.52,920459.9,Pending,103837.07,2582.02,Online,Debit Card
CUST100904,POL200904,Aishwarya Singh,42,Jaipur,Life,2022-04-06,Cancelled,34365.62,993133.98,No Claim,0.0,4109.76,Online,UPI
CUST100905,POL200905,Amit Iyer,64,Kolkata,Health,2023-01-02,Active,22355.41,286782.06,Pending,121770.84,2478.49,Agent,Credit Card
CUST100906,POL200906,Anjali Mehta,33,Jaipur,Health,2023-01-22,Lapsed,12952.73,354111.67,Under Review,55618.28,856.14,Agent,Bank Transfer
CUST100907,POL200907,Meena Joshi,25,Mumbai,Auto,2023-07-14,Active,12406.04,260320.9,No Claim,0.0,643.73,Partner,Bank Transfer
CUST100908,POL200908,Arun Reddy,46,Kolkata,Home,2023-06-28,Active,15085.26,218048.55,Approved,42550.43,1407.85,Branch,UPI
CUST100909,POL200909,Divya Pillai,35,Chennai,Auto,2025-05-01,Active,27282.98,623710.79,No Claim,0.0,1460.44,Broker,Bank Transfer
CUST100910,POL200910,Divya Das,38,Ahmedabad,Auto,2025-04-20,Active,28845.26,736858.81,No Claim,0.0,677.08,Online,Cash
CUST100911,POL200911,Aishwarya Kumar,65,Kolkata,Health,2024-06-30,Active,34598.17,597623.0,No Claim,0.0,2481.9,Agent,UPI
CUST100912,POL200912,Anjali Verma,32,Kolkata,Term Life,2022-01-25,Active,15326.84,332077.56,Pending,26150.85,798.08,Agent,Bank Transfer
CUST100913,POL200913,Naveen Nair,44,Bengaluru,Health,2025-06-06,Active,18308.16,227629.04,No Claim,0.0,500.0,Agent,Auto Debit
CUST100914,POL200914,Vijay Kumar,33,Coimbatore,Travel,2023-06-02,Active,8862.52,77256.68,Under Review,12303.13,850.55,Broker,UPI
CUST100915,POL200915,Ravi Joshi,33,Jaipur,Travel,2021-09-13,Active,10299.95,294382.97,No Claim,0.0,796.33,Online,UPI
CUST100916,POL200916,Manoj Sharma,44,Ahmedabad,Auto,2022-12-10,Active,12540.25,142874.84,No Claim,0.0,688.44,Online,Bank Transfer
CUST100917,POL200917,Divya Gupta,58,Chennai,Health,2022-03-26,Active,21237.53,409946.52,Approved,30620.36,1309.92,Broker,Credit Card
CUST100918,POL200918,Meena Nair,34,Chennai,Auto,2021-01-10,Active,26460.73,261281.42,Under Review,126104.92,736.24,Online,Auto Debit
CUST100919,POL200919,Swathi Patel,68,Delhi,Life,2023-04-04,Active,30553.19,819663.17,Approved,70297.22,988.66,Partner,Bank Transfer
CUST100920,POL200920,Suresh Kumar,30,Bengaluru,Life,2023-03-09,Expired,41344.78,1032486.6,No Claim,0.0,2559.54,Agent,Debit Card
CUST100921,POL200921,Manoj Reddy,54,Chennai,Life,2024-06-19,Active,18995.98,232795.97,No Claim,0.0,667.3,Partner,Credit Card
CUST100922,POL200922,Suresh Sharma,28,Coimbatore,Health,2024-06-28,Cancelled,30904.1,800512.14,Under Review,80073.12,1205.17,Broker,UPI
CUST100923,POL200923,Kavya Rao,24,Ahmedabad,Auto,2023-05-27,Active,17614.18,273167.97,No Claim,0.0,1001.75,Online,Bank Transfer
CUST100924,POL200924,Priya Menon,47,Mumbai,Term Life,2023-10-26,Active,23622.47,625097.13,No Claim,0.0,1710.26,Online,Bank Transfer
CUST100925,POL200925,Aishwarya Iyer,65,Bengaluru,Health,2024-02-17,Lapsed,19194.3,259413.39,No Claim,0.0,1454.03,Broker,Credit Card
CUST100926,POL200926,Sneha Gupta,34,Delhi,Annuity,2023-10-13,Active,45888.12,843186.87,Pending,159283.49,3164.11,Online,Auto Debit
CUST100927,POL200927,Kavya Sharma,44,Pune,Annuity,2025-12-30,Active,46281.02,636527.16,Pending,23003.29,1263.25,Agent,Bank Transfer
CUST100928,POL200928,Priya Patel,67,Ahmedabad,Annuity,2022-01-09,Active,35394.48,804805.74,No Claim,0.0,990.48,Partner,Credit Card
CUST100929,POL200929,Arun Verma,69,Kolkata,Term Life,2023-12-25,Active,29089.9,267540.56,No Claim,0.0,1180.12,Online,Auto Debit
CUST100930,POL200930,Kavya Verma,28,Kolkata,Health,2021-05-26,Cancelled,12111.83,251187.96,Denied,32897.97,1303.25,Online,Bank Transfer
CUST100931,POL200931,Divya Joshi,41,Chennai,Life,2021-08-12,Active,36165.59,876060.54,No Claim,0.0,1126.74,Agent,Auto Debit
CUST100932,POL200932,Priya Pillai,25,Hyderabad,Auto,2024-06-16,Active,27892.64,343042.77,Pending,7941.73,2572.1,Agent,UPI
CUST100933,POL200933,Karthik Verma,30,Hyderabad,Auto,2021-06-26,Active,26878.17,355142.29,No Claim,0.0,2739.92,Broker,UPI
CUST100934,POL200934,Aishwarya Verma,52,Kolkata,Term Life,2025-12-08,Active,21081.41,505210.06,No Claim,0.0,642.91,Online,Debit Card
CUST100935,POL200935,Santhosh Reddy,53,Bengaluru,Annuity,2023-05-03,Lapsed,53736.48,921323.15,No Claim,0.0,4281.18,Partner,Debit Card
CUST100936,POL200936,Priya Gupta,24,Coimbatore,Auto,2024-07-29,Cancelled,12037.06,261248.85,No Claim,0.0,1166.49,Branch,Auto Debit
CUST100937,POL200937,Aishwarya Das,61,Kolkata,Health,2021-03-04,Active,25252.21,439052.61,No Claim,0.0,2533.28,Partner,UPI
CUST100938,POL200938,Anjali Verma,32,Jaipur,Health,2024-05-25,Active,35847.72,617065.69,No Claim,0.0,820.91,Agent,UPI
CUST100939,POL200939,Karthik Das,69,Chennai,Life,2023-04-07,Active,45939.95,671273.42,No Claim,0.0,3377.5,Agent,Debit Card
CUST100940,POL200940,Naveen Gupta,49,Bengaluru,Auto,2023-03-06,Active,23347.35,487286.49,Denied,96838.21,902.07,Online,UPI
CUST100941,POL200941,Sneha Rao,65,Pune,Auto,2022-11-20,Active,13219.5,280058.7,Approved,4244.73,1440.01,Agent,UPI
CUST100942,POL200942,Neha Kumar,49,Bengaluru,Term Life,2025-01-24,Active,12135.91,297912.79,No Claim,0.0,806.85,Branch,UPI
CUST100943,POL200943,Pooja Menon,65,Bengaluru,Auto,2025-06-22,Expired,28164.42,536153.07,Approved,110881.7,1734.18,Branch,UPI
CUST100944,POL200944,Karthik Joshi,26,Delhi,Term Life,2021-04-15,Active,27337.04,556641.52,No Claim,0.0,1112.09,Online,Credit Card
CUST100945,POL200945,Ravi Menon,38,Kolkata,Home,2024-01-28,Expired,13454.12,358502.87,No Claim,0.0,533.08,Agent,Auto Debit
CUST100946,POL200946,Manoj Mehta,30,Mumbai,Term Life,2022-05-26,Cancelled,28344.92,251932.36,No Claim,0.0,3376.58,Agent,Bank Transfer
CUST100947,POL200947,Neha Kumar,53,Pune,Life,2022-01-20,Active,19420.21,377310.69,No Claim,0.0,519.75,Agent,Debit Card
CUST100948,POL200948,Swathi Gupta,63,Hyderabad,Term Life,2022-02-09,Active,15730.93,169540.85,No Claim,0.0,500.0,Branch,Debit Card
CUST100949,POL200949,Anjali Verma,24,Mumbai,Home,2023-04-03,Active,18878.09,435725.6,No Claim,0.0,879.55,Agent,Debit Card
CUST100950,POL200950,Sneha Singh,54,Mumbai,Life,2022-06-02,Active,20656.63,571682.98,No Claim,0.0,1170.25,Partner,Auto Debit
CUST100951,POL200951,Rahul Joshi,31,Mumbai,Health,2022-04-21,Active,36035.34,624939.78,Approved,45560.91,2119.69,Branch,Bank Transfer
CUST100952,POL200952,Vijay Rao,24,Chennai,Term Life,2022-12-10,Active,14306.84,314576.29,No Claim,0.0,560.47,Broker,UPI
CUST100953,POL200953,Arun Kumar,27,Mumbai,Life,2025-07-27,Active,22955.87,370225.06,No Claim,0.0,2614.91,Online,Auto Debit
CUST100954,POL200954,Meena Singh,30,Mumbai,Auto,2023-02-10,Cancelled,19297.01,475278.86,No Claim,0.0,2126.77,Partner,Cash
CUST100955,POL200955,Manoj Kumar,47,Pune,Health,2024-12-31,Expired,30939.69,648658.32,No Claim,0.0,2157.31,Branch,UPI
CUST100956,POL200956,Divya Singh,58,Jaipur,Home,2023-11-13,Active,10238.1,218644.65,No Claim,0.0,976.33,Online,Debit Card
CUST100957,POL200957,Manoj Kumar,28,Coimbatore,Term Life,2023-09-24,Active,23115.4,273101.33,No Claim,0.0,981.87,Agent,Bank Transfer
CUST100958,POL200958,Santhosh Patel,47,Pune,Health,2025-05-08,Active,14504.79,118220.11,No Claim,0.0,1529.99,Broker,UPI
CUST100959,POL200959,Rahul Sharma,53,Pune,Auto,2022-11-08,Expired,11775.48,256318.17,No Claim,0.0,720.58,Agent,Credit Card
CUST100960,POL200960,Arun Das,33,Kolkata,Annuity,2022-12-15,Lapsed,20843.72,218224.54,No Claim,0.0,695.21,Agent,Bank Transfer
CUST100961,POL200961,Arun Patel,57,Kolkata,Term Life,2025-01-21,Active,20683.45,226208.45,No Claim,0.0,2054.07,Agent,Cash
CUST100962,POL200962,Arun Gupta,56,Chennai,Term Life,2021-03-24,Active,18532.19,214988.7,No Claim,0.0,1261.56,Agent,Auto Debit
CUST100963,POL200963,Santhosh Das,45,Ahmedabad,Auto,2024-03-14,Active,15985.64,268540.15,Pending,72038.79,1290.12,Agent,UPI
CUST100964,POL200964,Arun Menon,32,Chennai,Health,2024-01-14,Cancelled,24856.09,332671.72,Approved,46657.59,2775.51,Branch,Bank Transfer
CUST100965,POL200965,Kavya Das,62,Jaipur,Auto,2024-01-07,Active,19836.61,574820.55,No Claim,0.0,1532.04,Online,Auto Debit
CUST100966,POL200966,Divya Reddy,68,Mumbai,Travel,2022-04-02,Expired,6963.25,159393.45,No Claim,0.0,500.0,Branch,Bank Transfer
CUST100967,POL200967,Amit Sharma,53,Jaipur,Life,2021-01-01,Active,20711.51,254183.27,No Claim,0.0,1124.46,Agent,Bank Transfer
CUST100968,POL200968,Meena Verma,44,Ahmedabad,Health,2021-02-20,Expired,33806.2,868326.32,No Claim,0.0,3571.41,Agent,UPI
CUST100969,POL200969,Amit Iyer,51,Jaipur,Life,2022-11-16,Active,34496.76,488697.89,Pending,172273.93,3494.3,Agent,Cash
CUST100970,POL200970,Manoj Patel,25,Pune,Auto,2022-12-18,Active,12420.37,317910.5,No Claim,0.0,1167.04,Broker,Debit Card
CUST100971,POL200971,Naveen Patel,58,Jaipur,Term Life,2025-12-01,Active,14958.16,274015.4,Denied,61550.92,500.0,Agent,UPI
CUST100972,POL200972,Suresh Iyer,39,Mumbai,Life,2025-01-09,Active,38949.23,722873.8,No Claim,0.0,1535.91,Broker,Auto Debit
CUST100973,POL200973,Manoj Menon,24,Hyderabad,Home,2022-03-25,Lapsed,21060.79,345684.9,Denied,27653.95,1901.77,Agent,Auto Debit
CUST100974,POL200974,Arun Kumar,62,Hyderabad,Annuity,2023-05-31,Active,47190.98,633826.5,No Claim,0.0,2256.03,Branch,Debit Card
CUST100975,POL200975,Meena Gupta,53,Ahmedabad,Health,2022-05-03,Active,31229.28,721851.78,Under Review,152673.63,2846.06,Branch,Cash
CUST100976,POL200976,Arun Sharma,42,Bengaluru,Home,2025-12-29,Active,18120.34,345632.49,Under Review,5588.64,1618.97,Agent,Debit Card
CUST100977,POL200977,Priya Nair,50,Pune,Annuity,2021-02-03,Active,30367.68,248869.9,Pending,105986.5,2394.89,Branch,Credit Card
CUST100978,POL200978,Ravi Rao,69,Jaipur,Annuity,2024-10-03,Active,33020.04,497765.22,No Claim,0.0,3923.86,Online,Credit Card
CUST100979,POL200979,Anjali Singh,35,Jaipur,Health,2021-04-05,Active,24433.25,607350.4,No Claim,0.0,2625.17,Branch,Auto Debit
CUST100980,POL200980,Swathi Joshi,31,Ahmedabad,Life,2024-01-01,Lapsed,22977.51,333172.16,Under Review,107046.43,736.75,Broker,Credit Card
CUST100981,POL200981,Priya Sharma,54,Ahmedabad,Life,2025-04-24,Active,41682.06,961793.45,No Claim,0.0,3890.24,Agent,Debit Card
CUST100982,POL200982,Swathi Rao,61,Chennai,Travel,2021-06-03,Active,8915.73,111133.23,Pending,7902.73,934.9,Branch,UPI
CUST100983,POL200983,Rahul Rao,24,Kolkata,Travel,2021-09-07,Active,10582.04,260818.76,No Claim,0.0,1134.31,Agent,Credit Card
CUST100984,POL200984,Suresh Rao,70,Chennai,Home,2022-11-05,Active,15101.75,262918.61,Approved,6640.74,1078.7,Online,Credit Card
CUST100985,POL200985,Swathi Joshi,60,Jaipur,Health,2022-03-14,Active,33172.52,271195.34,Denied,162894.77,3508.41,Agent,Auto Debit
CUST100986,POL200986,Manoj Sharma,66,Hyderabad,Life,2021-04-28,Active,39397.07,878241.22,No Claim,0.0,4153.87,Agent,Credit Card
CUST100987,POL200987,Arun Mehta,29,Chennai,Home,2023-02-10,Active,21976.98,454440.47,Under Review,38920.72,1656.92,Agent,Debit Card
CUST100988,POL200988,Priya Singh,32,Ahmedabad,Auto,2024-08-22,Active,23525.34,483221.12,No Claim,0.0,1743.67,Online,Debit Card
CUST100989,POL200989,Divya Reddy,28,Kolkata,Travel,2021-09-25,Cancelled,6070.6,175693.0,Pending,22617.11,500.0,Online,Debit Card
CUST100990,POL200990,Arun Mehta,43,Bengaluru,Auto,2023-12-14,Cancelled,14729.68,238998.39,Approved,68334.79,526.22,Broker,Cash
CUST100991,POL200991,Meena Mehta,42,Kolkata,Health,2021-08-24,Expired,18689.96,519795.73,No Claim,0.0,1754.81,Branch,Auto Debit
CUST100992,POL200992,Santhosh Menon,70,Delhi,Health,2022-01-24,Active,25821.05,207862.59,No Claim,0.0,2815.52,Branch,UPI
CUST100993,POL200993,Swathi Nair,63,Kolkata,Health,2023-09-17,Active,33387.63,974229.05,No Claim,0.0,2537.42,Agent,Auto Debit
CUST100994,POL200994,Arun Menon,25,Coimbatore,Health,2025-10-24,Active,22967.78,462569.89,No Claim,0.0,2151.73,Agent,Debit Card
CUST100995,POL200995,Arun Verma,70,Kolkata,Life,2023-02-02,Active,33844.55,650209.36,No Claim,0.0,2444.61,Partner,Auto Debit
CUST100996,POL200996,Rahul Gupta,43,Bengaluru,Health,2022-02-05,Active,29857.98,824369.81,No Claim,0.0,2274.96,Online,Auto Debit
CUST100997,POL200997,Priya Sharma,39,Bengaluru,Life,2022-09-16,Active,41742.18,918147.43,No Claim,0.0,3243.67,Online,Credit Card
CUST100998,POL200998,Karthik Mehta,62,Kolkata,Health,2023-02-06,Expired,27793.33,541247.5,No Claim,0.0,1266.35,Agent,Bank Transfer
CUST100999,POL200999,Swathi Patel,38,Hyderabad,Travel,2024-08-19,Lapsed,8074.54,132867.63,Pending,6334.51,779.45,Agent,Auto Debit
CUST101000,POL201000,Meena Verma,28,Mumbai,Health,2023-07-08,Active,35999.74,810068.11,No Claim,0.0,2220.65,Partner,Credit Card
CUST101001,POL201001,Santhosh Mehta,64,Kolkata,Home,2024-05-15,Active,22479.86,206116.18,No Claim,0.0,584.34,Branch,UPI
CUST101002,POL201002,Suresh Nair,35,Bengaluru,Travel,2024-06-06,Active,8818.94,118633.44,No Claim,0.0,603.85,Online,Credit Card
CUST101003,POL201003,Arun Mehta,39,Bengaluru,Home,2023-05-03,Active,21977.05,224574.09,No Claim,0.0,712.74,Partner,Credit Card
CUST101004,POL201004,Priya Verma,25,Jaipur,Annuity,2022-08-01,Expired,57745.96,1104255.69,Under Review,127068.31,5770.11,Online,Cash
CUST101005,POL201005,Amit Pillai,66,Chennai,Life,2021-03-16,Active,30976.16,313521.37,No Claim,0.0,1150.67,Branch,Credit Card
CUST101006,POL201006,Neha Patel,28,Hyderabad,Travel,2022-03-11,Active,8619.56,222813.0,No Claim,0.0,950.74,Online,Auto Debit
CUST101007,POL201007,Neha Gupta,32,Coimbatore,Annuity,2021-04-13,Active,50566.33,728611.28,Approved,204928.1,5503.11,Online,Debit Card
CUST101008,POL201008,Ravi Iyer,27,Mumbai,Term Life,2024-12-16,Lapsed,18694.98,405566.03,No Claim,0.0,2034.71,Agent,Debit Card
CUST101009,POL201009,Divya Gupta,53,Delhi,Life,2025-09-24,Expired,44812.06,687564.57,No Claim,0.0,2316.47,Branch,Cash
CUST101010,POL201010,Naveen Das,40,Hyderabad,Health,2023-02-03,Active,21349.65,499309.52,Denied,12951.5,1103.68,Agent,UPI
CUST101011,POL201011,Vijay Rao,45,Jaipur,Life,2023-01-08,Active,22886.6,361176.93,No Claim,0.0,1286.71,Broker,UPI
CUST101012,POL201012,Divya Menon,71,Delhi,Home,2023-03-17,Active,19422.01,317453.14,No Claim,0.0,2099.08,Agent,UPI
CUST101013,POL201013,Swathi Singh,29,Kolkata,Travel,2024-08-22,Active,4152.35,77074.15,No Claim,0.0,500.0,Agent,UPI
CUST101014,POL201014,Pooja Iyer,39,Kolkata,Health,2021-04-08,Active,15164.75,229271.03,Under Review,63183.85,1161.78,Partner,Bank Transfer
CUST101015,POL201015,Sneha Rao,32,Jaipur,Auto,2023-03-09,Active,29115.54,342148.67,Pending,141715.09,3409.75,Online,UPI
CUST101016,POL201016,Priya Das,40,Bengaluru,Home,2024-09-20,Lapsed,12897.24,227157.23,No Claim,0.0,1158.44,Agent,Auto Debit
CUST101017,POL201017,Priya Sharma,67,Hyderabad,Auto,2023-05-09,Active,10556.32,238556.47,Pending,46580.33,1052.05,Partner,Auto Debit
CUST101018,POL201018,Kavya Sharma,55,Mumbai,Term Life,2022-03-11,Cancelled,19297.94,292852.38,Approved,28312.0,1271.93,Online,Credit Card
CUST101019,POL201019,Vijay Verma,64,Ahmedabad,Travel,2022-03-23,Lapsed,9776.51,252350.26,No Claim,0.0,936.03,Agent,UPI
CUST101020,POL201020,Meena Mehta,30,Chennai,Life,2024-08-24,Active,25666.13,668769.09,No Claim,0.0,2563.18,Online,Debit Card
CUST101021,POL201021,Anjali Joshi,38,Jaipur,Home,2021-09-06,Active,15168.84,190975.11,No Claim,0.0,1339.61,Online,Cash
CUST101022,POL201022,Rahul Rao,63,Delhi,Health,2021-06-15,Active,15895.74,221561.43,No Claim,0.0,1906.38,Online,Bank Transfer
CUST101023,POL201023,Vijay Pillai,49,Mumbai,Auto,2025-02-13,Cancelled,16752.64,134874.99,No Claim,0.0,500.0,Partner,UPI
CUST101024,POL201024,Ravi Gupta,37,Ahmedabad,Annuity,2023-09-11,Active,56418.4,889138.31,No Claim,0.0,5823.55,Agent,UPI
CUST101025,POL201025,Suresh Menon,65,Jaipur,Term Life,2024-09-20,Active,27268.79,765750.13,Approved,126654.0,1136.86,Agent,UPI
CUST101026,POL201026,Aishwarya Das,57,Hyderabad,Auto,2023-10-17,Active,24549.04,618915.5,Approved,94699.3,2030.74,Agent,Credit Card
CUST101027,POL201027,Karthik Kumar,52,Mumbai,Health,2022-06-26,Active,31126.48,906719.91,No Claim,0.0,3166.03,Agent,Debit Card
CUST101028,POL201028,Meena Nair,47,Chennai,Health,2023-01-29,Active,28298.22,359758.57,Under Review,117723.04,2404.14,Online,Cash
CUST101029,POL201029,Ravi Mehta,69,Hyderabad,Auto,2024-02-04,Active,12235.46,251936.11,No Claim,0.0,579.49,Broker,UPI
CUST101030,POL201030,Swathi Rao,26,Coimbatore,Life,2025-05-06,Active,19017.33,304730.09,Under Review,79151.31,963.73,Agent,UPI
CUST101031,POL201031,Karthik Verma,48,Delhi,Auto,2021-03-22,Active,20536.3,442543.41,No Claim,0.0,1643.17,Agent,Auto Debit
CUST101032,POL201032,Pooja Patel,38,Ahmedabad,Life,2021-05-13,Lapsed,33739.89,822236.97,Approved,87203.82,3729.67,Broker,Auto Debit
CUST101033,POL201033,Priya Reddy,26,Chennai,Health,2023-03-08,Active,35618.09,359341.58,Under Review,177226.68,3052.45,Agent,Debit Card
CUST101034,POL201034,Suresh Joshi,50,Chennai,Health,2023-06-19,Active,23018.46,228618.59,Pending,19720.87,1437.17,Online,Cash
CUST101035,POL201035,Aishwarya Kumar,61,Hyderabad,Annuity,2021-05-18,Active,54572.89,567212.52,No Claim,0.0,5811.05,Agent,Credit Card
CUST101036,POL201036,Anjali Verma,24,Jaipur,Travel,2021-07-03,Lapsed,10655.9,151076.87,No Claim,0.0,531.38,Agent,Auto Debit
CUST101037,POL201037,Sneha Das,64,Jaipur,Health,2024-11-25,Expired,32536.93,793391.44,Under Review,171833.94,2364.51,Agent,Auto Debit
CUST101038,POL201038,Suresh Pillai,33,Chennai,Life,2024-09-15,Active,27688.6,610503.93,Approved,6522.88,1410.67,Agent,Auto Debit
CUST101039,POL201039,Ravi Nair,29,Mumbai,Auto,2023-02-24,Active,24818.07,362512.73,Pending,106018.9,2444.61,Online,UPI
CUST101040,POL201040,Arun Iyer,37,Ahmedabad,Health,2025-03-12,Active,25300.18,678882.59,No Claim,0.0,1013.54,Agent,Debit Card
CUST101041,POL201041,Priya Gupta,26,Bengaluru,Auto,2023-09-11,Expired,13836.58,332489.01,No Claim,0.0,1184.19,Agent,UPI
CUST101042,POL201042,Vijay Das,34,Mumbai,Term Life,2021-03-10,Active,12468.09,366591.55,No Claim,0.0,1071.93,Online,Bank Transfer
CUST101043,POL201043,Aishwarya Kumar,64,Kolkata,Home,2022-06-30,Active,9406.37,217136.38,No Claim,0.0,1063.98,Broker,UPI
CUST101044,POL201044,Neha Nair,35,Kolkata,Home,2025-12-03,Active,13636.15,324245.36,No Claim,0.0,874.34,Branch,Bank Transfer
CUST101045,POL201045,Karthik Reddy,45,Delhi,Auto,2021-02-22,Active,23537.47,614663.27,No Claim,0.0,1638.99,Agent,UPI
CUST101046,POL201046,Suresh Patel,44,Kolkata,Term Life,2025-01-13,Active,27994.35,793923.26,Approved,33215.37,2235.96,Agent,Bank Transfer
CUST101047,POL201047,Karthik Joshi,32,Pune,Annuity,2021-07-24,Active,31586.85,445428.37,Under Review,17129.11,1032.61,Branch,Bank Transfer
CUST101048,POL201048,Swathi Rao,38,Bengaluru,Auto,2021-05-06,Active,20414.22,453410.67,No Claim,0.0,1337.27,Online,UPI
CUST101049,POL201049,Karthik Sharma,40,Jaipur,Health,2025-11-06,Active,23445.24,400227.47,Approved,66729.97,820.83,Branch,Cash
CUST101050,POL201050,Rahul Mehta,57,Delhi,Auto,2021-02-12,Active,12053.51,157276.87,Under Review,35232.15,1190.64,Agent,UPI
CUST101051,POL201051,Arun Rao,28,Bengaluru,Health,2025-11-11,Active,30498.75,372898.65,Pending,114190.55,1607.16,Agent,UPI
CUST101052,POL201052,Sneha Singh,55,Pune,Home,2021-04-21,Active,16819.63,170833.39,No Claim,0.0,1071.2,Broker,Debit Card
CUST101053,POL201053,Rahul Gupta,39,Coimbatore,Auto,2023-01-31,Active,28062.71,748302.7,Approved,94038.2,1355.79,Broker,Bank Transfer
CUST101054,POL201054,Arun Kumar,25,Delhi,Life,2025-08-14,Active,41131.84,339397.39,No Claim,0.0,1880.42,Agent,UPI
CUST101055,POL201055,Karthik Sharma,26,Bengaluru,Health,2024-04-21,Expired,18834.21,562834.22,Under Review,6886.33,2236.64,Partner,Credit Card
CUST101056,POL201056,Pooja Gupta,56,Coimbatore,Auto,2023-04-28,Active,16089.86,470194.23,No Claim,0.0,1661.97,Agent,Credit Card
CUST101057,POL201057,Divya Nair,43,Coimbatore,Term Life,2021-04-05,Active,20532.32,404012.84,No Claim,0.0,1332.83,Broker,Auto Debit
CUST101058,POL201058,Vijay Joshi,63,Kolkata,Auto,2024-10-29,Expired,12377.89,301292.82,No Claim,0.0,1272.96,Online,Credit Card
CUST101059,POL201059,Swathi Joshi,39,Coimbatore,Home,2025-03-24,Active,12393.47,224109.62,No Claim,0.0,1086.47,Online,Credit Card
CUST101060,POL201060,Aishwarya Verma,43,Bengaluru,Health,2023-06-19,Active,31970.45,410183.52,No Claim,0.0,1947.94,Branch,Bank Transfer
CUST101061,POL201061,Ravi Rao,59,Kolkata,Auto,2021-12-26,Active,12929.48,313661.05,No Claim,0.0,500.0,Agent,Bank Transfer
CUST101062,POL201062,Suresh Sharma,51,Pune,Auto,2023-06-19,Active,20715.58,370077.4,No Claim,0.0,2306.73,Agent,UPI
CUST101063,POL201063,Swathi Menon,51,Mumbai,Home,2025-09-16,Lapsed,14750.43,399073.36,No Claim,0.0,629.61,Online,UPI
CUST101064,POL201064,Priya Reddy,67,Mumbai,Life,2021-10-08,Active,21588.67,581388.7,No Claim,0.0,1996.38,Agent,Credit Card
CUST101065,POL201065,Neha Das,62,Pune,Auto,2024-05-03,Active,29101.52,846347.99,No Claim,0.0,2955.0,Online,Bank Transfer
CUST101066,POL201066,Manoj Verma,66,Jaipur,Health,2024-05-03,Active,32067.99,749297.24,No Claim,0.0,2523.01,Online,UPI
CUST101067,POL201067,Naveen Reddy,59,Coimbatore,Health,2022-10-29,Active,18553.74,349414.88,Approved,23809.12,1589.64,Agent,Credit Card
CUST101068,POL201068,Swathi Iyer,71,Pune,Annuity,2021-04-03,Expired,49483.37,1006495.85,Approved,197678.28,1329.91,Branch,UPI
CUST101069,POL201069,Manoj Verma,52,Pune,Health,2022-11-03,Active,12255.31,194786.01,Approved,63664.33,931.92,Agent,Debit Card
